"spp1","spp2","spp3","spp4","spp5","spp6","spp7","spp8","spp9","spp10","spp11","spp12","spp13","spp14","spp15","spp16","spp17","spp18","spp19","spp20","spp21","spp22","spp23","spp24","spp25","spp26","spp27","spp28","spp29","spp30","spp31","spp32","spp33","spp34","spp35","spp36","spp37","spp38","spp39","spp40","spp41","spp42","spp43","spp44","spp45","spp46","spp47","spp48","spp49","spp50"
22,19,13,20,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,1,0,0,0,14,10,12,8,8,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,14,5,9,10,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,12,9,16,18,17,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,12,11,10,17,11,10,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,13,10,6,13,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,6,10,17,13,11,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,12,13,14,10,8,1,1
15,14,17,20,18,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,10,8,8,10,10,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,4,18,12,18,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,11,24,11,16,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,15,10,12,8,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,14,10,16,15,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,11,11,12,9,0,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,7,13,9,18,13,1,0
14,23,19,21,11,17,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0,0,0,0,0,7,13,8,16,10,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,0,0,0,0,1,0,0,0,0,11,16,6,8,13,11,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12,24,18,10,11,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,12,14,11,9,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,13,12,15,12,10,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,11,13,10,9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,10,9,18,12,13,0,0
11,13,11,14,14,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,0,0,10,14,13,15,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,1,9,9,7,18,9,10,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19,17,18,17,7,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,20,13,15,9,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,15,15,17,12,17,0,2,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13,12,10,9,3,7,0,2,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12,9,16,9,1,1
16,13,17,17,6,13,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,0,0,0,0,11,9,11,12,9,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,15,14,18,9,11,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,13,13,13,17,20,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,8,9,13,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,14,8,9,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,8,12,19,8,5,11,0,0,0,1,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,12,8,6,13,6,13,0,0
18,19,21,18,15,13,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,12,9,14,11,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12,10,9,9,6,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,12,14,12,15,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14,19,8,9,12,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,8,13,18,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,9,11,7,12,11,10,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,12,8,11,14,8,0,0
1,1,0,1,1,0,1,1,2,2,1,2,0,0,0,0,0,0,2,0,1,0,2,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1,1,0,1,0,0,0,1,0,0
2,1,1,3,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,2,2,2,1,0,0,0,1,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,3,1,6,4,1,0,1,2,1,0,0,0,1,0,0,1,0,1,1,0,0,1,2,1,2,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,3,0,3,0,1,1,0,0
3,2,1,0,1,2,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,0,3,3,1,2,0,3,1,5,1,0,0,0,0,1,0,0,3,0,1,1,1,0,2,1,1,2,0,0,0,0
0,1,0,1,1,0,0,0,1,3,0,3,1,1,2,2,0,1,2,1,0,1,6,2,0,0,1,1,1,0,1,1,2,1,5,2,1,0,2,0,1,1,0,0,0,2,0,1,0,0
2,2,3,0,5,3,0,0,0,2,0,2,3,0,0,1,0,0,2,2,0,1,0,0,1,0,0,1,2,1,0,0,1,1,0,0,0,1,0,1,1,1,0,2,1,0,0,1,0,0
0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,2,1,2,1,1,0,0,1,3,0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,2,3,0,2,4,1,3,0,0
1,2,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,2,2,1,0,3,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0
3,5,1,1,2,3,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2,1,0,3,4,0,1,2,1,0,2,0,3,1,0,1,1,0,0,1,1,0,0,0,0
1,0,2,0,1,1,3,1,2,3,0,0,2,1,1,0,0,1,0,2,0,2,1,0,2,1,0,0,1,1,1,1,2,0,0,0,4,0,0,0,0,1,0,0,0,1,1,3,0,0
0,1,0,0,0,2,0,1,0,1,1,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,3,2,0,0,0,2,0,0,0,0,1,1,1,0,1,2,0,0
0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,2,0,2,2,2,0,1,1,0,0,0,1,3,1,0,0,0,0,0
2,2,3,5,0,0,1,0,0,0,1,1,0,1,0,0,1,1,2,2,1,5,1,2,0,0,0,0,0,2,0,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,2,0,0,0,2,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,1,0,0,0,1,0,0
0,2,0,0,0,0,1,1,3,0,1,0,0,0,0,3,1,0,2,1,1,0,2,2,0,2,2,1,0,1,0,2,0,3,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
2,2,1,0,1,0,1,0,1,0,0,1,0,1,1,2,2,1,2,0,0,1,4,2,3,1,2,0,1,0,0,0,1,1,2,0,1,1,0,0,1,0,0,1,0,2,1,1,0,0
1,0,0,1,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,2,1,0,0,0,2,1,0,1,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,1,1,0,3,2,0,0,0,0
0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0
1,0,1,0,0,1,0,2,0,0,0,0,0,0,2,3,0,1,1,0,1,0,2,0,0,0,0,1,1,1,0,2,2,1,2,1,1,0,2,2,1,3,1,2,0,1,1,1,0,0
0,0,1,0,0,0,0,1,0,4,1,0,0,1,4,2,0,2,0,2,1,2,3,1,1,0,2,2,0,0,1,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,1,1,0,1,4,1,1,1,1,2,0,0,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0
0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,1,4,0,1,0,0,2,2,0,0,2,0,0,1,0,2,0,0
1,1,0,0,1,0,0,1,1,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0
1,0,0,0,0,0,2,1,1,2,0,1,1,1,1,1,3,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,2,0,0,2,2,0,2,3,0,0,1,2,0,1,0,0,2,1,0,1,0,1,1,2,3,0,0,0,0
1,3,0,0,1,1,3,0,1,2,0,2,1,0,0,0,0,2,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,1,1,1,0,0,0,0,0,0,0
2,1,0,1,1,0,1,1,1,2,2,0,0,2,1,2,0,0,1,4,1,0,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,4,1,0,1,1,1,0,4,1,1,3,0,0
1,2,1,3,3,2,1,1,0,2,2,0,1,0,1,0,0,1,0,1,0,1,0,0,1,4,1,2,2,4,1,1,1,0,0,3,1,0,2,1,0,3,0,1,0,0,1,0,0,0
1,3,0,2,0,1,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,2,0,1,2,1,2,0,0,0,1,0,0,1,1,1,0,0,0
1,0,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,1,2,2,3,0,2,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0
1,0,4,3,2,4,0,2,2,1,1,2,0,0,1,1,0,0,0,0,0,0,2,0,0,2,1,0,1,0,1,2,1,1,0,2,1,2,2,2,1,1,1,0,0,0,2,1,0,0
1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,2,2,0,1,1,0,0,0,1,2,1,1,1,0,0,0
0,1,1,0,0,3,1,0,0,1,1,0,1,2,1,0,0,0,1,2,3,0,1,1,0,1,0,1,2,3,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,3,1,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,1,0,3,1,1,0,0,0,0,1,0,2,0,3,0,0,1,0,3,0,1,2,0,0,1,1,0,0,0,2,1,0,0
1,2,0,5,3,2,0,1,1,3,3,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,3,0,1,1,1,1,1,1,0,0,0,1,0,2,0,0,1,1,0,0,0
0,1,3,2,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1,1,2,1,1,3,2,0,2,1,1,2,1,0,0,0,1,0,0,1,0,1,0,1,2,0,0,2,0,1,0,0
0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,1,0,1,1,2,2,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,2,0,0,0
2,1,4,1,0,1,1,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,2,1,1,2,4,0,0,0,2,1,0,1,1,2,0,1,0,2,3,0,1,2,1,1,0,0
1,4,1,2,2,2,1,1,0,0,2,0,2,0,3,2,0,0,1,0,0,0,0,1,1,2,1,0,0,2,1,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,0,2,0,0,1,0,1,2,0,1,0,0,2,2,0,1,1,4,0,4,0,1,0,2,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0
1,0,0,1,0,1,2,0,0,0,0,2,2,0,1,1,0,0,2,0,3,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0
1,3,1,1,1,0,2,1,0,0,0,1,0,1,1,1,0,0,0,4,0,1,0,1,1,1,0,1,1,0,1,2,2,2,1,1,1,0,1,1,2,1,2,0,0,0,0,1,0,0
1,0,2,3,0,5,0,0,2,0,0,0,0,1,1,0,2,0,0,2,0,1,1,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,2,0,3,2,0,0,0,0
3,0,3,2,1,0,0,1,4,3,2,0,2,0,0,0,1,0,2,0,0,2,0,1,0,2,1,1,2,2,0,0,0,0,3,2,1,1,2,0,0,2,0,0,0,0,0,0,0,0
2,1,4,1,3,1,0,0,1,0,0,0,0,1,0,2,0,1,2,2,1,1,2,0,2,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0
0,0,1,0,0,0,2,0,1,2,0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,1,1,1,2,2,1,2,1,1,0,0,0,3,0,0,1,2,0,0,0,0,0,1,0,0
1,1,3,1,0,0,1,1,1,2,1,0,1,1,2,2,2,0,1,2,3,1,4,1,0,0,1,3,1,2,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,2,4,0,0
0,0,0,1,0,4,0,0,2,2,1,1,0,1,1,1,0,3,2,2,1,1,1,0,0,2,1,0,0,0,3,0,1,1,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0
1,0,0,0,3,0,2,1,0,1,0,3,1,0,1,1,1,0,2,3,2,4,3,3,0,0,0,1,1,0,1,3,2,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0
1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1,3,0,0,2,3,0,1,0,1,1,1,0,0,0,0,0,0,3,2,1,3,2,2,3,1,0,0,0,0,1,0,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,1,0,1
2,0,0,0,0,1,2,0,0,1,1,3,2,3,1,2,3,1,2,2,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0
0,2,1,0,1,1,3,3,1,0,1,0,0,0,1,1,1,1,3,2,1,0,1,3,0,0,0,1,1,1,0,1,0,2,0,1,1,0,0,1,2,0,1,2,2,0,0,0,0,0
2,0,3,2,2,5,0,1,0,1,2,1,1,0,5,0,2,4,1,0,1,1,0,1,1,3,0,1,0,2,1,1,0,0,0,0,0,0,0,2,0,0,4,2,6,4,1,1,0,0
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,1,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,1,0,0,2,0,0,0
1,0,1,0,0,1,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
5,4,0,3,2,1,1,0,1,0,1,1,0,0,0,0,3,0,1,1,1,0,3,1,1,0,0,1,0,3,1,0,1,1,1,0,1,2,0,1,2,0,0,1,1,0,0,2,0,0
1,0,0,2,0,3,1,1,0,0,1,0,0,0,0,4,2,0,3,0,0,2,1,0,1,1,1,0,1,0,0,3,0,1,1,2,0,0,1,2,2,0,0,1,0,1,1,0,0,0
3,2,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,1,2,0,3,4,2,2,1,2,0,0,0,0,1,0,1,0,0,1,0,0,2,1,3,3,1,1,0,1,1,0,1,3,0,0
1,3,1,1,2,2,0,0,0,0,1,1,2,1,0,1,0,1,0,1,1,0,0,1,2,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,1,1,0,0,3,1,0,1,1,2,1,0,0
1,0,2,1,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,0,1,1,2,0,2,0,2,0,0,0,0,1,1,0,0,0
3,0,3,4,2,0,1,2,0,0,0,2,0,1,2,2,1,1,0,1,2,2,2,0,0,0,0,0,0,0,1,2,0,1,1,1,0,2,1,1,0,1,0,1,1,1,0,0,0,0
1,2,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,1,2,0,3,1,0,1,0,0,0,2,1,0,0,0,1,0,0
0,0,0,0,0,0,1,1,0,2,4,1,0,0,1,0,3,0,0,0,0,0,1,0,1,1,1,2,0,1,0,1,1,1,3,0,1,1,0,0,0,0,1,3,0,1,1,1,0,0
4,2,2,1,2,1,2,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,2,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
1,0,0,2,1,3,0,2,0,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,1,1,1,3,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,3,3,0,0,0
1,1,1,2,1,0,1,2,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,1,1,2,0,2,0,0,1,1,0,1,3,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,4,3,0,0,0,2,1,1,2,2,1,3,3,2,3,2,1,0,2,0,0,2,0,0,0,0,0,0,0,2,4,2,2,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
0,2,1,3,3,2,2,2,0,0,1,0,2,1,1,0,1,0,0,3,0,1,2,0,3,3,1,0,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,6,2,2,0,2,0,1,2,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
2,0,1,1,3,0,0,1,3,2,1,1,2,1,4,2,0,1,1,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,1,0,1,2,1,0,0,0,0
0,0,1,0,0,0,0,2,1,2,0,3,2,0,0,0,4,1,2,0,0,0,1,2,2,1,3,0,0,3,0,1,2,0,1,0,0,3,1,0,1,0,0,0,0,1,1,0,0,0
2,3,0,1,2,3,0,0,1,4,1,1,1,0,0,1,0,2,1,1,2,0,1,2,1,0,0,1,0,0,1,1,1,4,1,0,1,0,1,2,0,1,0,1,0,0,1,0,0,0
4,1,2,1,3,1,1,0,2,1,0,0,1,3,2,0,1,2,0,0,0,0,0,5,1,0,1,0,1,0,2,2,3,2,3,4,1,1,0,1,2,0,1,2,0,1,0,1,0,0
0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,2,3,1,1,2,1,1,5,0,4,0,2,0,1,4,3,1,1,0,0,2,0,0,0,1,0,1,1,0,0
3,1,0,2,1,1,1,3,0,0,1,1,2,0,0,0,0,1,0,1,0,2,0,0,2,2,1,0,1,2,0,3,1,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1,0,0,0,0,2,1,0,1,2,1,0,1,1,4,1,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,0,2,2,1,0,5,0,0
1,0,0,0,1,0,0,1,0,1,0,1,3,1,1,2,0,1,1,2,2,0,0,2,2,1,4,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,3,2,0,0,0
1,0,1,0,1,0,2,2,3,2,1,0,0,1,1,1,0,1,3,4,2,0,2,3,0,0,0,0,1,1,1,2,1,1,0,0,1,2,5,1,2,2,1,0,1,0,0,2,0,0
2,1,0,1,1,1,2,0,1,0,1,0,0,3,1,0,0,0,0,1,0,2,0,1,0,1,1,0,4,0,1,0,0,0,1,2,0,1,1,0,1,1,0,0,0,1,1,0,0,0
0,2,1,1,0,0,0,0,0,2,3,1,2,3,1,2,3,2,0,1,0,1,0,1,0,0,0,0,1,0,0,2,1,1,0,1,0,2,1,0,0,1,0,0,3,1,0,0,0,0
0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0
1,1,0,1,1,0,0,1,0,1,1,1,4,1,0,1,4,1,1,0,0,1,0,1,1,1,2,0,5,1,0,2,0,2,0,2,2,2,1,1,0,0,1,0,0,0,1,0,0,0
2,1,2,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2,1,2,1,2,2,0,0,0,0,0,1,0,2,2,2,0,0,0,1,0,2,2,0,0,0
